Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
41737219,02/19/2019 12:00:00 AM,02/19/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10458,476 EAST 187 STREET,EAST 187 STREET,,,,,LATLONG,BRONX,,N/A,Closed,03/21/2019 11:20:53 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,02/19/2019 12:00:00 AM,Unspecified BRONX,,BRONX,1014237,251740,MOBILE,Unspecified,BRONX,,,,,,,,40.8575947,-73.891597,"(40.8575947, -73.891597)"
41737220,02/19/2019 12:00:00 AM,02/19/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10025,,,,,WEST 104 STREET,BROADWAY,INTERSECTION,NEW YORK,,N/A,Closed,03/21/2019 10:11:17 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action. Complaints of this type usually result in an inspection. Please call 311 in 30 days from the date of your complaint for status,02/19/2019 10:21:50 AM,07 MANHATTAN,,MANHATTAN,993055,230661,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7997827,-73.9681976,"(40.7997827, -73.9681976)"
41737223,02/19/2019 09:56:00 AM,02/20/2019 12:00:00 PM,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11226,1101 FLATBUSH AVENUE,FLATBUSH AVENUE,,,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation removed the items.,02/20/2019 12:00:00 PM,14 BROOKLYN,3051650069,BROOKLYN,995966,173726,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6435066,-73.9577826,"(40.6435066, -73.9577826)"
41737225,02/19/2019 06:49:00 AM,02/19/2019 12:00:00 PM,DSNY,BCC - Brooklyn South,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11223,,,,,AVENUE T,LAKE STREET,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,The Department of Sanitation found an open service request already exists for the same location.,02/19/2019 12:00:00 PM,11 BROOKLYN,,BROOKLYN,991538,157590,PHONE,Unspecified,BROOKLYN,,,,,,,,40.5992214,-73.9737558,"(40.5992214, -73.9737558)"
41737226,02/19/2019 03:19:21 PM,02/19/2019 05:25:29 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,138 STANTON STREET,STANTON STREET,NORFOLK STREET,SUFFOLK STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/19/2019 11:19:21 PM,The Police Department reviewed your complaint and provided additional information below.,02/19/2019 05:25:29 PM,03 MANHATTAN,1003550077,MANHATTAN,988123,201853,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7207157,-73.9860279,"(40.7207157, -73.9860279)"
41737227,02/19/2019 09:35:03 PM,02/19/2019 10:05:29 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10003,109 EAST 12 STREET,EAST 12 STREET,4 AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/20/2019 05:35:03 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/19/2019 10:05:29 PM,03 MANHATTAN,1005580049,MANHATTAN,987121,206182,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7325981,-73.9896408,"(40.7325981, -73.9896408)"
41737233,02/19/2019 10:23:52 AM,03/08/2019 10:21:41 AM,DOT,Department of Transportation,Street Condition,Cave-in,Street,11355,,,,,157 STREET,45 AVENUE,INTERSECTION,FLUSHING,,N/A,Closed,03/09/2019 04:24:29 PM,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,03/08/2019 10:21:41 AM,07 QUEENS,,QUEENS,1037114,215045,PHONE,Unspecified,QUEENS,,,,,,,,40.7567673,-73.8091859,"(40.7567673, -73.8091859)"
41737240,02/19/2019 04:29:00 PM,02/22/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11219,6706 13 AVENUE,13 AVENUE,67 STREET,OVINGTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/22/2019 12:00:00 AM,10 BROOKLYN,3057670045,BROOKLYN,983451,166869,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6246933,-74.0028783,"(40.6246933, -74.0028783)"
41737241,02/19/2019 12:05:00 PM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11236,992 EAST 95 STREET,EAST 95 STREET,FOSTER AVENUE,FARRAGUT ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/21/2019 12:00:00 AM,18 BROOKLYN,3081440060,BROOKLYN,1010301,174630,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6459573,-73.9061244,"(40.6459573, -73.9061244)"
41737242,02/19/2019 11:21:00 AM,02/23/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10306,343 OTIS AVENUE,OTIS AVENUE,HYLAN BOULEVARD,DEAD END,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/23/2019 12:00:00 AM,02 STATEN ISLAND,5039050010,STATEN ISLAND,954659,148043,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5729704,-74.1065156,"(40.5729704, -74.1065156)"
41737243,02/19/2019 10:59:00 AM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11209,8414 4 AVENUE,4 AVENUE,84 STREET,85 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/21/2019 12:00:00 AM,10 BROOKLYN,3060250037,BROOKLYN,976530,166672,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6241492,-74.0278102,"(40.6241492, -74.0278102)"
41737244,02/19/2019 10:25:00 AM,02/24/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11420,130-19 118 STREET,118 STREET,SUTTER AVENUE,133 AVENUE,,,ADDRESS,South Ozone Park,,N/A,Closed,,,02/24/2019 12:00:00 AM,10 QUEENS,4117250025,QUEENS,1033965,184906,PHONE,Unspecified,QUEENS,,,,,,,,40.6740614,-73.8207748,"(40.6740614, -73.8207748)"
41737245,02/19/2019 09:23:00 AM,02/24/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11356,20-21 129 STREET,129 STREET,20 AVENUE,23 AVENUE,,,ADDRESS,College Point,,N/A,Closed,,,02/24/2019 12:00:00 AM,07 QUEENS,4041740015,QUEENS,1028664,223861,PHONE,Unspecified,QUEENS,,,,,,,,40.7810113,-73.8396281,"(40.7810113, -73.8396281)"
41737246,02/19/2019 08:11:00 AM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11219,1468 53 STREET,53 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/21/2019 12:00:00 AM,12 BROOKLYN,3056717505,BROOKLYN,986789,169023,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6306052,-73.9908527,"(40.6306052, -73.9908527)"
41737247,02/19/2019 07:32:00 AM,02/26/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11693,108 EAST 8 ROAD,EAST 8 ROAD,CHURCH ROAD,WALTON ROAD,,,ADDRESS,Far Rockaway,,N/A,Closed,,,02/26/2019 12:00:00 AM,14 QUEENS,4154620009,QUEENS,1034777,160537,PHONE,Unspecified,QUEENS,,,,,,,,40.6071692,-73.81803,"(40.6071692, -73.81803)"
41737248,02/19/2019 05:20:00 AM,02/24/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11367,157-07 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,157 STREET,PARSONS BOULEVARD,,,ADDRESS,Flushing,,N/A,Closed,,,02/24/2019 12:00:00 AM,07 QUEENS,4067350007,QUEENS,1036586,208536,PHONE,Unspecified,QUEENS,,,,,,,,40.7389049,-73.8111424,"(40.7389049, -73.8111424)"
41737249,02/19/2019 11:49:00 PM,02/22/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10473,445 TAYLOR AVENUE,TAYLOR AVENUE,PATTERSON AVENUE,LACOMBE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,,02/22/2019 12:00:00 AM,09 BRONX,2034950052,BRONX,1022662,235833,PHONE,Unspecified,BRONX,,,,,,,,40.8138993,-73.8612318,"(40.8138993, -73.8612318)"
41737250,02/19/2019 11:41:00 PM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11219,1507 42 STREET,42 STREET,15 AVENUE,16 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/21/2019 12:00:00 AM,12 BROOKLYN,3053637501,BROOKLYN,988912,171001,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6360336,-73.9832028,"(40.6360336, -73.9832028)"
41737252,02/18/2019 06:31:00 PM,02/18/2019 06:31:00 PM,DSNY,BCC - Queens West,Sanitation Condition,12 Dead Animals,Sidewalk,11106,,,,,31 AVENUE,30 STREET,INTERSECTION,Astoria,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,02/18/2019 06:31:00 PM,01 QUEENS,,QUEENS,1005233,217896,PHONE,Unspecified,QUEENS,,,,,,,,40.7647257,-73.9242523,"(40.7647257, -73.9242523)"
41737253,02/18/2019 05:58:00 PM,02/18/2019 05:58:00 PM,DSNY,BCC - Queens West,Sanitation Condition,12 Dead Animals,Sidewalk,11106,29-08 31 AVENUE,31 AVENUE,,,,,ADDRESS,Astoria,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,02/18/2019 05:58:00 PM,01 QUEENS,4005880038,QUEENS,1005054,218000,PHONE,Unspecified,QUEENS,,,,,,,,40.7650115,-73.9248981,"(40.7650115, -73.9248981)"
41737254,02/19/2019 11:04:00 PM,02/23/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11355,140-23 MULBERRY AVENUE,MULBERRY AVENUE,BEND,DEAD END,,,ADDRESS,Flushing,,N/A,Closed,,,02/23/2019 12:00:00 AM,07 QUEENS,4052160059,QUEENS,1035096,212303,PHONE,Unspecified,QUEENS,,,,,,,,40.749253,-73.8164906,"(40.749253, -73.8164906)"
41737257,02/19/2019 09:31:00 PM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10012,120 THOMPSON STREET,THOMPSON STREET,SPRING STREET,PRINCE STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,02/21/2019 12:00:00 AM,02 MANHATTAN,1005020016,MANHATTAN,983767,203752,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7259288,-74.0017426,"(40.7259288, -74.0017426)"
41737258,02/19/2019 08:22:00 PM,02/24/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11378,68-17 CLINTON AVENUE,CLINTON AVENUE,68 STREET,69 STREET,,,ADDRESS,Maspeth,,N/A,Closed,,,02/24/2019 12:00:00 AM,05 QUEENS,4023980083,QUEENS,1013009,204072,PHONE,Unspecified,QUEENS,,,,,,,,40.7267604,-73.8962404,"(40.7267604, -73.8962404)"
41737259,02/19/2019 07:39:00 PM,02/24/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11364,201-15 53 AVENUE,53 AVENUE,201 STREET,202 STREET,,,ADDRESS,Oakland Gardens,,N/A,Closed,,,02/24/2019 12:00:00 AM,11 QUEENS,4073780029,QUEENS,1045998,212262,PHONE,Unspecified,QUEENS,,,,,,,,40.7490711,-73.7771445,"(40.7490711, -73.7771445)"
41737260,02/19/2019 07:22:00 PM,02/22/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11427,82-10 214 STREET,214 STREET,82 AVENUE,85 AVENUE,,,ADDRESS,Queens Village,,N/A,Closed,,,02/22/2019 12:00:00 AM,11 QUEENS,4078050041,QUEENS,1051847,205991,PHONE,Unspecified,QUEENS,,,,,,,,40.731816,-73.7560979,"(40.731816, -73.7560979)"
41737261,02/19/2019 06:30:00 PM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11236,1457 EAST 95 STREET,EAST 95 STREET,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/21/2019 12:00:00 AM,18 BROOKLYN,3082600122,BROOKLYN,1013175,171258,PHONE,Unspecified,BROOKLYN,,,,,,,,40.636693,-73.8957823,"(40.636693, -73.8957823)"
41737262,02/19/2019 06:11:00 PM,02/23/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10465,3172 LAYTON AVENUE,LAYTON AVENUE,ELLSWORTH AVENUE,THROGMORTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,,02/23/2019 12:00:00 AM,10 BRONX,2054580009,BRONX,1033612,243431,PHONE,Unspecified,BRONX,,,,,,,,40.8346992,-73.8216178,"(40.8346992, -73.8216178)"
41737263,02/19/2019 05:21:00 PM,02/28/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10309,511 FOSTER ROAD,FOSTER ROAD,SHELDON AVENUE,SINCLAIR AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/28/2019 12:00:00 AM,03 STATEN ISLAND,5068880006,STATEN ISLAND,926971,135640,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.538791,-74.2060758,"(40.538791, -74.2060758)"
41737264,02/19/2019 05:16:00 PM,02/24/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11365,57-40 162 STREET,162 STREET,BOOTH MEMORIAL AVENUE,59 AVENUE,,,ADDRESS,Fresh Meadows,,N/A,Closed,,,02/24/2019 12:00:00 AM,07 QUEENS,4067280050,QUEENS,1037902,209583,PHONE,Unspecified,QUEENS,,,,,,,,40.7417707,-73.8063852,"(40.7417707, -73.8063852)"
41737265,02/19/2019 08:07:00 PM,02/22/2019 12:55:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,11222,1118 LORIMER STREET,LORIMER STREET,CALYER STREET,NOBLE STREET,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Sanitation collected the E-waste.,02/22/2019 12:55:00 PM,01 BROOKLYN,3025730007,BROOKLYN,996870,204684,PHONE,Unspecified,BROOKLYN,,,,,,,,40.7284779,-73.9544671,"(40.7284779, -73.9544671)"
41737267,02/19/2019 04:13:55 PM,02/20/2019 03:01:59 PM,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11363,38-06 255 STREET,255 STREET,38 AVENUE,39 AVENUE,,,ADDRESS,LITTLE NECK,,Precinct,Closed,02/20/2019 12:13:55 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/20/2019 03:01:59 PM,11 QUEENS,4081500016,QUEENS,1055986,222212,PHONE,Unspecified,QUEENS,,,,,,,,40.7763058,-73.7409907,"(40.7763058, -73.7409907)"
41737268,02/19/2019 03:48:00 PM,02/21/2019 02:50:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10301,940A CLOVE ROAD,CLOVE ROAD,BROADWAY,BARD AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Sanitation did not find any E-Waste at the location. Call 311 to make another appointment if you still need E-Waste removal.,02/21/2019 02:50:00 PM,01 STATEN ISLAND,5003230063,STATEN ISLAND,953395,165660,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6213211,-74.1111459,"(40.6213211, -74.1111459)"
41737269,02/19/2019 11:13:00 AM,03/18/2019 01:23:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,11234,2410 EAST 66 STREET,EAST 66 STREET,MAYFAIR DRIVE NORTH,BARLOW DRIVE NORTH,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Sanitation collected the E-waste.,03/18/2019 01:23:00 PM,18 BROOKLYN,3086400042,BROOKLYN,1010162,162067,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6114749,-73.9066735,"(40.6114749, -73.9066735)"
41737270,02/19/2019 08:22:00 AM,02/20/2019 07:07:00 PM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10305,12 XENIA STREET,XENIA STREET,HURLBERT STREET,MASON AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Sanitation collected the E-waste.,02/20/2019 07:07:00 PM,02 STATEN ISLAND,5033540094,STATEN ISLAND,960874,154964,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5919857,-74.0841681,"(40.5919857, -74.0841681)"
41737273,02/19/2019 03:18:26 PM,02/19/2019 05:25:30 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,138 STANTON STREET,STANTON STREET,NORFOLK STREET,SUFFOLK STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/19/2019 11:18:26 PM,The Police Department reviewed your complaint and provided additional information below.,02/19/2019 05:25:30 PM,03 MANHATTAN,1003550077,MANHATTAN,988123,201853,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7207157,-73.9860279,"(40.7207157, -73.9860279)"
41737275,02/19/2019 02:38:52 PM,02/19/2019 09:12:41 PM,NYPD,New York City Police Department,Drug Activity,Use Indoor,Other,11221,1201 GATES AVENUE,GATES AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/19/2019 10:38:52 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 09:12:41 PM,04 BROOKLYN,3033320001,BROOKLYN,1006636,191529,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6923513,-73.9192752,"(40.6923513, -73.9192752)"
41737279,02/19/2019 10:51:52 AM,02/19/2019 11:22:56 AM,NYPD,New York City Police Department,Animal Abuse,Neglected,Residential Building/House,11694,,,,,BEACH CHANNEL DRIVE,B 141 STREET,INTERSECTION,ROCKAWAY PARK,,Precinct,Closed,02/19/2019 06:51:52 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/19/2019 11:22:56 AM,14 QUEENS,,QUEENS,1022995,149593,PHONE,Unspecified,QUEENS,,,,,,,,40.5771895,-73.8605249,"(40.5771895, -73.8605249)"
41737282,02/19/2019 02:35:00 PM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11211,857 GRAND STREET,GRAND STREET,BUSHWICK AVENUE,OLIVE STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/21/2019 12:00:00 AM,01 BROOKLYN,3029220045,BROOKLYN,1001018,198774,PHONE,Unspecified,BROOKLYN,,,,,,,,40.7122495,-73.9395159,"(40.7122495, -73.9395159)"
41737283,02/19/2019 02:04:00 PM,03/09/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11374,99-36 63 AVENUE,63 AVENUE,99 STREET,102 STREET,,,ADDRESS,Rego Park,,N/A,Closed,,,03/09/2019 12:00:00 AM,06 QUEENS,4021100025,QUEENS,1023895,206398,PHONE,Unspecified,QUEENS,,,,,,,,40.7331026,-73.8569511,"(40.7331026, -73.8569511)"
41737284,02/19/2019 12:33:00 PM,02/27/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11378,60-06 60 DRIVE,60 DRIVE,60 STREET,60 PLACE,,,ADDRESS,Maspeth,,N/A,Closed,,,02/27/2019 12:00:00 AM,05 QUEENS,4027340001,QUEENS,1010455,199825,PHONE,Unspecified,QUEENS,,,,,,,,40.7151114,-73.9054715,"(40.7151114, -73.9054715)"
41737285,02/19/2019 12:28:00 PM,02/26/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11385,1720 PALMETTO STREET,PALMETTO STREET,CYPRESS AVENUE,SENECA AVENUE,,,ADDRESS,Ridgewood,,N/A,Closed,,,02/26/2019 12:00:00 AM,05 QUEENS,4034560019,QUEENS,1009657,195096,PHONE,Unspecified,QUEENS,,,,,,,,40.7021337,-73.9083679,"(40.7021337, -73.9083679)"
41737286,02/19/2019 11:56:00 AM,02/23/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10466,4150 BRONXWOOD AVENUE,BRONXWOOD AVENUE,EAST 231 STREET,EAST 232 STREET,,,ADDRESS,BRONX,,N/A,Closed,,,02/23/2019 12:00:00 AM,12 BRONX,2048670040,BRONX,1025086,263679,PHONE,Unspecified,BRONX,,,,,,,,40.8903173,-73.8523052,"(40.8903173, -73.8523052)"
41737287,02/19/2019 11:54:00 AM,03/03/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,11102,28-26 33 STREET,33 STREET,28 ROAD,30 AVENUE,,,ADDRESS,Astoria,,N/A,Closed,,,03/03/2019 12:00:00 AM,01 QUEENS,4006190069,QUEENS,1006674,218751,PHONE,Unspecified,QUEENS,,,,,,,,40.7670689,-73.9190475,"(40.7670689, -73.9190475)"
41737289,02/19/2019 09:51:00 AM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10314,45 SAYBROOK STREET,SAYBROOK STREET,VICTORY BOULEVARD,CROFT PLACE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/21/2019 12:00:00 AM,02 STATEN ISLAND,5020730038,STATEN ISLAND,939694,160215,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6063175,-74.1604637,"(40.6063175, -74.1604637)"
41737290,02/19/2019 09:33:00 AM,02/21/2019 12:00:00 AM,DSNY,Department of Sanitation,Request Large Bulky Item Collection,Request Large Bulky Item Collection,Sidewalk,10314,8 GANSEVOORT BOULEVARD,GANSEVOORT BOULEVARD,VICTORY BOULEVARD,PURDY AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,,02/21/2019 12:00:00 AM,01 STATEN ISLAND,5007170005,STATEN ISLAND,948779,162362,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.6122515,-74.1277564,"(40.6122515, -74.1277564)"
